Id,SkuId,FieldId,FieldValueId,Text
0,2286,3214,2433,
0,2978,3214,2433,
0,2640,3214,2433,
0,3023,3214,2433,
0,1625,3214,2433,
0,50,3214,2433,
0,1922,3214,2433,
0,3149,3214,2433,
0,761,3214,2433,
0,3344,3214,2433,
0,805,3214,2433,
0,472,3214,2433,
0,3156,3214,2433,
0,3028,3214,2433,
0,3043,3214,2433,
0,1023,3213,2434,
0,2436,3213,2435,
0,736,3213,2426,
0,376,3213,2426,
0,2574,3213,2426,
0,2713,3213,2426,
0,1166,3213,2357,
0,3282,3213,2357,
0,3334,3216,2436,
0,814,3216,2436,
0,3336,3216,2437,
0,744,3216,2437,
0,2836,3216,2437,
0,2856,3216,2438,
0,2989,3216,2438,
0,1891,3216,2436,
0,813,3215,2439,
0,122,3215,2399,
0,1748,3215,2399,
0,1705,3215,2399,
0,2397,3215,2440,
0,1177,3215,2441,
0,1517,3215,2442,
0,2344,3215,2442,
0,790,3215,2442,
0,2683,3215,2443,
0,1003,3215,2444,
0,1985,3215,2444,
0,945,3215,2444,
0,1256,3215,2444,
0,2625,3215,2386,
0,2273,3215,2386,
0,1766,3215,2386,
0,2944,3216,2436,
0,1939,3215,2445,
0,520,3215,2445,
0,1505,3215,2445,
0,1210,3215,2445,
0,2307,3215,2445,
0,2317,3215,2445,
0,1636,3215,2396,
0,390,3215,2396,
0,1135,3215,2396,
0,23,3215,2396,
0,1667,3215,2446,
0,1355,3215,2446,
0,250,3215,2446,
0,1630,3215,2446,
0,3100,3215,2446,
0,1518,3215,2446,
0,2732,3215,2446,
0,1196,3215,2447,
0,579,3215,2448,
0,750,3215,2449,
0,1236,3215,2449,
0,280,3215,2449,
0,143,3215,2449,
0,2616,3215,2449,
0,563,3215,2449,
0,1112,3215,2449,
0,999,3215,2450,
0,112,3215,2450,
0,2511,3215,2450,
0,3356,3215,2451,
0,1515,3215,2451,
0,1763,3215,2451,
0,3322,3215,2451,
0,2369,3215,2451,
0,1193,3215,2452,
0,1204,3215,2452,
0,685,3215,2452,
0,1413,3215,2452,
0,53,3215,2452,
0,28,3215,2453,
0,2037,3215,2454,
0,2817,3215,2454,
0,310,3215,2454,
0,317,3215,2454,
0,1921,3215,2454,
0,2431,3215,2454,
0,35,3215,2454,
0,2067,3215,2385,
0,2224,3215,2386,
0,1100,3215,2386,
0,1349,3215,2386,
0,347,3215,2386,
0,2719,3215,2386,
0,1311,3215,2386,
0,313,3215,2386,
0,3114,3215,2402,
0,2602,3215,2402,
0,1180,3215,2402,
0,2932,3215,2405,
0,1285,3215,2405,
0,2641,3215,2405,
0,171,3215,2405,
0,1031,3215,2386,
0,1894,3215,2386,
0,2381,3215,2386,
0,2634,3215,2386,
0,810,3214,2455,
0,2935,3214,2455,
0,3309,3214,2455,
0,1199,3214,2455,
0,266,3214,2455,
0,970,3214,2455,
0,972,3214,2455,
0,2404,3214,2455,
0,2149,3214,2455,
0,1874,3214,2455,
0,1711,3214,2455,
0,3237,3214,2455,
0,1429,3214,2455,
0,67,3214,2455,
0,1344,3214,2455,
0,238,3214,2455,
0,1773,3214,2455,
0,1333,3214,2455,
0,1800,3214,2456,
0,2055,3214,2456,
0,1581,3214,2456,
0,1775,3214,2456,
0,400,3214,2456,
0,1037,3214,2456,
0,379,3214,2456,
0,2088,3214,2456,
0,1820,3214,2456,
0,1796,3214,2456,
0,1585,3214,2456,
0,719,3214,2456,
0,1544,3214,2456,
0,3125,3214,2456,
0,1358,3214,2456,
0,2755,3214,2456,
0,699,3214,2456,
0,1867,3214,2456,
0,3277,3214,2457,
0,206,3214,2457,
0,3349,3214,2457,
0,718,3214,2457,
0,710,3214,2457,
0,297,3214,2457,
0,918,3214,2457,
0,1657,3214,2457,
0,61,3214,2457,
0,1776,3214,2457,
0,1324,3214,2457,
0,660,3214,2457,
0,1909,3214,2457,
0,345,3214,2457,
0,465,3214,2457,
0,2730,3214,2457,
0,2471,3214,2457,
0,2033,3214,2457,
0,1049,3214,2457,
0,212,3214,2457,
0,1238,3214,2458,
0,2857,3214,2458,
0,475,3214,2458,
0,1945,3214,2458,
0,2423,3214,2458,
0,2460,3214,2458,
0,307,3214,2458,
0,969,3214,2458,
0,3299,3214,2458,
0,1502,3214,2458,
0,2358,3214,2458,
0,2396,3214,2458,
0,3036,3214,2458,
0,681,3214,2458,
0,3004,3214,2458,
0,365,3214,2458,
0,1104,3214,2458,
0,749,3214,2458,
0,457,3214,2458,
0,2120,3214,2459,
0,1944,3214,2459,
0,1158,3214,2459,
0,3121,3214,2459,
0,518,3214,2459,
0,1934,3214,2459,
0,955,3214,2459,
0,3262,3214,2459,
0,1646,3214,2459,
0,3053,3214,2459,
0,3018,3214,2459,
0,1802,3214,2459,
0,81,3214,2459,
0,1927,3214,2459,
0,528,3214,2459,
0,369,3214,2459,
0,1271,3214,2459,
0,771,3214,2459,
0,755,3214,2459,
0,3352,3214,2459,
0,3041,3214,2459,
0,673,3214,2459,
0,384,3213,2460,
0,2361,3213,2460,
0,844,3213,2460,
0,1727,3213,2460,
0,1825,3213,2460,
0,1468,3213,2435,
0,315,3213,2435,
0,2269,3213,2435,
0,1837,3213,2435,
0,2929,3213,2435,
0,1224,3213,2461,
0,2308,3213,2461,
0,2517,3213,2461,
0,1235,3213,2461,
0,1035,3213,2461,
0,2451,3213,2462,
0,780,3213,2462,
0,329,3213,2462,
0,1666,3213,2462,
0,2963,3213,2462,
0,100,3215,2402,
0,1809,3215,2402,
0,1524,3215,2402,
0,2306,3215,2402,
0,496,3215,2402,
0,2786,3215,2402,
0,2375,3215,2385,
0,1498,3215,2385,
0,2352,3215,2385,
0,1284,3215,2385,
0,2659,3215,2385,
0,913,3215,2385,
0,1620,3215,2463,
0,3144,3215,2463,
0,417,3215,2463,
0,959,3215,2463,
0,1303,3215,2463,
0,2546,3215,2463,
0,1446,3215,2464,
0,1277,3215,2465,
0,265,3215,2466,
0,1882,3215,2466,
0,3007,3215,2466,
0,3301,3215,2466,
0,451,3215,2466,
0,2762,3215,2467,
0,1278,3215,2467,
0,139,3215,2467,
0,299,3215,2467,
0,3061,3215,2467,
0,2314,3215,2467,
0,2093,3215,2468,
0,1117,3215,2468,
0,2380,3215,2468,
0,2497,3215,2468,
0,3082,3215,2468,
0,1742,3215,2468,
0,3289,3215,2386,
0,2997,3215,2386,
0,1989,3215,2386,
0,487,3215,2386,
0,839,3215,2386,
0,2192,3213,2469,
0,2519,3213,2469,
0,133,3213,2470,
0,610,3213,2470,
0,2052,3213,2470,
0,2333,3213,2470,
0,734,3213,2471,
0,2667,3213,2471,
0,2311,3213,2471,
0,1979,3213,2471,
0,3193,3213,2472,
0,2215,3213,2472,
0,559,3213,2472,
0,1175,3213,2473,
0,554,3213,2473,
0,17,3213,2473,
0,1456,3213,2473,
0,1034,3213,2474,
0,1883,3213,2474,
0,1674,3213,2474,
0,2285,3213,2474,
0,1488,3215,2386,
0,3159,3215,2386,
0,1075,3215,2386,
0,3052,3215,2386,
0,3045,3215,2475,
0,603,3215,2475,
0,2531,3215,2475,
0,387,3215,2475,
0,2406,3215,2476,
0,2999,3215,2476,
0,350,3215,2476,
0,1990,3215,2477,
0,49,3216,2423,
0,87,3216,2478,
0,589,3216,2479,
0,2595,3216,2436,
0,161,3216,2437,
0,279,3216,2436,
0,1187,3216,2480,
0,3136,3216,2481,
0,1083,3216,2436,
0,360,3216,2482,
0,1030,3216,2436,
0,2956,3216,2483,
0,3320,3216,2480,
0,318,3216,2484,
0,2177,3216,2485,
0,3304,3216,2486,
0,730,3216,2436,
0,2280,3216,2438,
0,2041,3216,2407,
0,2007,3215,2487,
0,3217,3215,2487,
0,2500,3215,2488,
0,169,3215,2488,
0,618,3215,2488,
0,2190,3215,2488,
0,1999,3215,2488,
0,2717,3215,2488,
0,3027,3215,2489,
0,213,3215,2489,
0,3093,3215,2489,
0,1588,3215,2489,
0,2643,3215,2490,
0,380,3215,2490,
0,3103,3215,2386,
0,398,3215,2386,
0,2413,3215,2386,
0,760,3215,2386,
0,1097,3215,2386,
0,2456,3215,2386,
0,1015,3215,2386,
0,3345,3216,2483,
0,3012,3216,2491,
0,936,3216,2437,
0,2808,3216,2436,
0,1198,3216,2437,
0,1245,3216,2492,
0,2062,3216,2493,
0,885,3216,2407,
0,574,3216,2492,
0,1138,3216,2494,
0,1467,3216,2436,
0,2050,3216,2495,
0,1905,3216,2491,
0,825,3216,2496,
0,1215,3216,2437,
0,1479,3216,2407,
0,1080,3216,2492,
0,2727,3215,2497,
0,2751,3215,2497,
0,1563,3215,2497,
0,2939,3215,2497,
0,1732,3215,2497,
0,882,3215,2497,
0,1925,3215,2498,
0,950,3215,2498,
0,904,3215,2498,
0,1425,3215,2498,
0,195,3215,2498,
0,2461,3215,2498,
0,426,3215,2498,
0,1937,3215,2499,
0,2681,3215,2499,
0,2490,3215,2499,
0,208,3215,2499,
0,2631,3215,2499,
0,2720,3215,2500,
0,1209,3215,2500,
0,78,3215,2500,
0,2472,3215,2500,
0,1250,3215,2500,
0,45,3215,2500,
0,3207,3215,2500,
0,3216,3215,2501,
0,1136,3215,2501,
0,2973,3215,2502,
0,2513,3215,2502,
0,2606,3215,2502,
0,684,3215,2502,
0,2515,3215,2502,
0,1740,3215,2502,
0,3182,3215,2502,
0,613,3215,2386,
0,997,3215,2386,
0,1968,3215,2386,
0,3148,3215,2386,
0,39,3215,2386,
0,2548,3215,2386,
0,1341,3215,2386,
0,421,3214,2503,
0,2943,3214,2503,
0,1340,3214,2503,
0,1707,3214,2503,
0,1375,3214,2503,
0,396,3214,2503,
0,2541,3214,2503,
0,794,3214,2503,
0,2292,3214,2503,
0,2714,3214,2503,
0,1573,3214,2503,
0,394,3214,2503,
0,2804,3214,2503,
0,272,3214,2504,
0,1314,3214,2504,
0,80,3214,2504,
0,440,3214,2504,
0,2652,3214,2504,
0,1953,3214,2504,
0,1887,3214,2504,
0,1879,3214,2504,
0,1179,3214,2504,
0,2443,3214,2504,
0,546,3214,2505,
0,1305,3214,2505,
0,2491,3214,2505,
0,1619,3214,2505,
0,1298,3214,2505,
0,728,3214,2505,
0,2925,3214,2505,
0,2739,3214,2505,
0,2469,3214,2505,
0,2335,3214,2505,
0,2226,3214,2505,
0,2558,3214,2505,
0,2235,3213,2358,
0,3166,3213,2358,
0,1967,3213,2358,
0,1654,3213,2358,
0,505,3215,2506,
0,1733,3215,2506,
0,324,3215,2506,
0,922,3215,2506,
0,2038,3215,2506,
0,2693,3215,2506,
0,2671,3215,2507,
0,2430,3215,2507,
0,2186,3215,2507,
0,2073,3215,2507,
0,463,3215,2507,
0,1598,3213,2508,
0,484,3213,2508,
0,3354,3213,2508,
